system:index,VH_before,VH_event,VV_before,VV_event,VV_minus_VH_event,class,dVH_event_before,dVV_event_before,elevation,random,slope,.geo
782,-16.640844,-16.640512,-9.076775,-10.037459,6.6030536,0,3.317849E-4,-0.9606849,31.0,0.7398749819912602,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.97874316283763,8.85653530189857]}"
783,-13.836681,-16.625181,-6.669826,-13.272425,3.352756,0,-2.788499,-6.6025987,22.0,0.7287894456704849,2.0779884,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.84534334314588,8.802636384851398]}"
784,-17.185463,-20.905918,-11.582977,-16.011967,4.893951,0,-3.7204547,-4.4289894,141.0,0.7540330465151645,6.7104125,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.14367384900197,8.623152991084318]}"
785,-14.931557,-16.714144,-8.445612,-9.982303,6.7318406,0,-1.7825868,-1.5366906,3.0,0.521485972438343,1.3202274,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.90571013023872,9.313867613043817]}"
786,-14.860618,-17.14801,-7.883886,-12.647217,4.5007925,0,-2.287392,-4.7633314,23.0,0.5851308123607468,8.493702,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.03021662861768,9.329767793572733]}"
787,-18.654339,-19.321692,-11.627749,-10.273522,9.048169,0,-0.66735244,1.3542266,41.0,0.8078787677439898,5.6866717,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.84210940812305,8.687023207785215]}"
788,-15.424831,-16.453228,-11.0484495,-11.375001,5.0782275,0,-1.0283968,-0.3265511,4.0,0.5098321795131976,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.70655363174941,9.23301923747306]}"
789,-17.338736,-17.664877,-10.462792,-14.171876,3.4930022,0,-0.32614136,-3.7090828,91.0,0.048956637994600816,5.2610354,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.1784386504974,8.496490536023465]}"
790,-14.56886,-14.6411495,-7.942555,-10.180447,4.4607024,0,-0.07228935,-2.2378922,116.0,0.2888205904821499,8.492998,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.10513612331324,8.699958947876537]}"
791,-15.228653,-15.004707,-9.484748,-10.477832,4.526876,0,0.22394504,-0.9930838,13.0,0.7837348222135466,1.319287,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.83968395685594,8.808026276556115]}"
792,-15.899885,-29.179861,-10.200549,-19.42519,9.75467,0,-13.279976,-9.224642,6.0,0.25987867032565015,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.78093413727451,8.94358205292975]}"
793,-16.102724,-18.25033,-9.968721,-11.756699,6.4936323,0,-2.1476076,-1.7879775,65.0,0.5209811237622268,8.530994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.54997727772738,8.826890897522626]}"
794,-18.731396,-20.981726,-13.326326,-13.389381,7.5923448,0,-2.2503312,-0.06305535,67.0,0.7395140339010093,2.093912,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.48583756644125,9.04383403863749]}"
795,-13.819798,-17.086992,-10.46908,-13.26917,3.817822,0,-3.2671926,-2.8000896,6.0,0.1884216852888947,0.9390259,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.6154644619397,9.022274471818621]}"
796,-16.858313,-15.451103,-9.178638,-12.030513,3.4205902,0,1.4072094,-2.8518748,11.0,0.19859392018536703,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.62759171827531,9.175347396232587]}"
797,-17.911875,-15.806812,-12.479863,-13.689978,2.116834,0,2.1050637,-1.2101145,77.0,0.22744925618596856,1.3191671,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.52168034627762,8.741461114002858]}"
798,-13.13691,-15.649338,-7.635718,-8.812889,6.836448,0,-2.5124264,-1.1771709,101.0,0.8089153572005385,0.93938065,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.50470218740776,9.15756075360702]}"
799,-13.226514,-14.897374,-6.823588,-9.469885,5.4274893,0,-1.6708608,-2.6462975,9.0,0.7094574023624683,0.9390476,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.8124650037471,9.030628803960932]}"
800,-12.824876,-20.36848,-9.62792,-11.951356,8.417125,0,-7.5436044,-2.3234353,4.0,0.7850339816007592,2.078125,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.70924857760177,8.921214002355175]}"
801,-14.193889,-15.936258,-6.7001133,-8.214956,7.721302,0,-1.7423697,-1.5148429,11.0,0.8489760129920337,1.8793818,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.87310128542518,9.368036024676226]}"
802,-15.448363,-15.385311,-8.894461,-10.274793,5.110519,0,0.06305188,-1.3803319,5.0,0.9969114864230226,2.6371984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.71814189891457,8.81422465201654]}"
803,-15.576833,-30.765263,-10.365185,-25.929,4.836262,0,-15.18843,-15.563815,12.0,0.07874963653929046,3.9519932,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.92619171871664,8.754666348679416]}"
804,-17.818483,-18.5543,-11.725262,-12.379287,6.175014,0,-0.73581725,-0.6540256,28.0,0.2635077055295041,1.3196219,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.91945435408574,8.991552089101733]}"
805,-14.099651,-13.855217,-7.1912594,-8.567992,5.287225,0,0.24443462,-1.3767327,69.0,0.8115226474639303,2.7802885,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.69766031043663,8.57356598740092]}"
806,-14.307983,-27.861584,-11.230031,-14.194796,13.666787,0,-13.5536,-2.9647648,8.0,0.8806630180388652,4.1513014,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.84076193519688,9.136540175958624]}"
807,-15.042859,-18.018759,-9.977587,-10.671146,7.3476124,0,-2.9758997,-0.69356,83.0,0.7264242801415173,16.389559,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.13127709808113,8.576799922423751]}"
808,-14.388171,-17.891792,-10.365458,-12.193898,5.697895,0,-3.5036218,-1.8284404,26.0,0.5951355730320386,3.747307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.05527962504462,8.651180427948846]}"
809,-16.589624,-17.040913,-10.420409,-13.623189,3.4177225,0,-0.4512871,-3.2027798,7.0,0.8096558979303062,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.82917366803173,9.104200825730322]}"
810,-14.9219,-14.844709,-10.479817,-10.2822695,4.5624404,0,0.07718971,0.1975477,23.0,0.5192862150848935,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.9881754733209,8.801558406510454]}"
811,-17.224125,-19.984516,-11.083968,-12.544441,7.440075,0,-2.76039,-1.460473,89.0,0.692781888729589,2.0776503,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.1738572425484,8.501341438557711]}"
812,-13.58888,-13.579022,-7.8832564,-9.789875,3.7891476,0,0.00985769,-1.9066185,2.0,0.514311014718352,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.89493034682928,9.337583136544573]}"
813,-15.599104,-15.962207,-10.338557,-10.236124,5.7260823,0,-0.36310217,0.10243344,58.0,0.2505982950084671,2.0919268,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.69954677253328,8.60806129431111]}"
814,-15.932623,-17.970938,-9.841051,-10.602256,7.368682,0,-2.0383155,-0.7612048,45.0,0.9573243983488654,1.3203126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.77042384845032,9.358334219607734]}"
815,-14.386658,-15.034275,-8.159649,-12.127345,2.9069293,0,-0.6476175,-3.9676967,58.0,0.1977316465832757,4.1503525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.07980363230108,8.726638911814886]}"
816,-14.385483,-20.835953,-7.460489,-12.246507,8.589445,0,-6.450469,-4.786018,148.0,4.989743674697067E-4,8.586642,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.02320976940155,8.950049922975412]}"
817,-15.811797,-17.655209,-11.126793,-11.58813,6.067079,0,-1.8434122,-0.46133685,14.0,0.607307410492002,2.9340456,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.54943828855691,8.942773569174044]}"
818,-14.858588,-16.110441,-8.607267,-9.154092,6.95635,0,-1.2518536,-0.546825,17.0,0.8502321558420703,2.0779226,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.8612435236748,8.744695049025689]}"
819,-15.994602,-17.336893,-10.361262,-12.459993,4.8769,0,-1.3422911,-2.0987303,57.0,0.33544048142028404,3.8214905,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.75694911918852,9.314137107629053]}"
820,-14.742399,-15.725072,-8.865382,-11.388903,4.3361692,0,-0.98267215,-2.5235205,87.0,0.6642278076667929,4.64676,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.0881579644434,8.703462377484602]}"
821,-14.562565,-17.45707,-10.083117,-11.406843,6.0502257,0,-2.8945043,-1.323727,74.0,0.37706336733151036,0.93778634,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.17358774796315,8.532063821274598]}"
822,-17.918072,-18.57762,-11.202223,-13.145314,5.432305,0,-0.65954745,-1.9430916,39.0,0.8907988117766863,4.721015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.76611193508654,9.291769057054477]}"
823,-15.421614,-17.226944,-10.454908,-11.937379,5.289564,0,-1.8053296,-1.4824704,8.0,0.11012055832185386,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.80842258496857,8.757900283702245]}"
824,-15.889154,-17.406303,-10.793015,-12.895448,4.5108566,0,-1.5171499,-2.1024334,10.0,0.1339278893370438,3.3704562,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.62220182657059,9.200679887244759]}"
825,-15.11237,-16.6931,-8.85948,-10.656023,6.037076,0,-1.5807297,-1.7965434,95.0,0.6041755182865838,2.9340014,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.06821536513594,8.888874652126871]}"
826,-15.248957,-19.142202,-10.722183,-11.985929,7.1562734,0,-3.8932455,-1.2637453,2.0,0.889080772731078,3.8665483,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.99113991375849,9.331384761084148]}"
827,-15.80665,-18.517962,-10.5944195,-10.039917,8.4780445,0,-2.7113113,0.554503,12.0,0.8197280329701978,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.96553792816107,8.729872846837717]}"
828,-16.214186,-25.546665,-10.827127,-24.74687,0.7997949,0,-9.33248,-13.919743,4.0,0.3170096681405038,2.63867,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.82297529257131,9.212807143580372]}"
829,-16.183111,-21.46417,-10.530402,-15.990436,5.4737344,0,-5.2810597,-5.460034,22.0,0.4599680019047113,3.3663108,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.01162150223641,8.551736925996815]}"
830,-15.3991375,-19.046715,-8.9224825,-9.075416,9.971298,0,-3.647576,-0.15293323,120.0,0.0921263229552497,7.257103,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.07064081640306,8.899654435536306]}"
831,-14.142231,-15.359814,-8.342685,-11.1100445,4.249769,0,-1.217583,-2.7673595,13.0,0.2875967557499268,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.75775760294422,8.709391258359792]}"
832,-17.168825,-16.322317,-10.327209,-13.2542515,3.0680654,0,0.8465085,-2.9270422,56.0,0.45909814271081195,8.384087,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.69819929960711,8.693760572416112]}"
833,-14.448294,-14.763495,-8.86684,-9.632617,5.130878,0,-0.31520188,-0.76577646,6.0,0.6079902294543957,2.0935397,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.61654244028064,8.96379414682244]}"
834,-14.883597,-19.39806,-10.002836,-12.768148,6.6299114,0,-4.5144625,-2.7653122,15.0,0.5797899489106905,2.0949476,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.62813070744578,9.262663641849004]}"
835,-16.240406,-18.412184,-9.773729,-11.313616,7.0985675,0,-2.171778,-1.5398864,73.0,0.07537742506513145,13.928169,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.85585363197008,9.264011114775185]}"
836,-16.31976,-16.285276,-11.1697235,-11.867418,4.4178576,0,0.034482423,-0.6976949,41.0,0.6599599775888428,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.05986103299362,8.695108045342291]}"
837,-15.072991,-15.536291,-7.9166937,-9.540194,5.996097,0,-0.46329895,-1.6234996,9.0,0.8610267731463452,2.0947988,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.63109514788337,9.231671764546881]}"
838,-18.22593,-16.779924,-13.077475,-12.915759,3.8641648,0,1.446006,0.16171564,63.0,0.8870028917001646,5.442636,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.53838901056224,9.112285663287397]}"
839,-14.111089,-18.103947,-9.514801,-11.955427,6.148518,0,-3.9928567,-2.4406264,117.0,0.5461726775123926,8.751776,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.2242527299875,8.533680788786013]}"
840,-15.035622,-14.516471,-10.41559,-9.920782,4.595689,0,0.5191502,0.4948075,21.0,0.762100719005439,2.0785985,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.83860597851499,9.319796493919007]}"
841,-16.46058,-18.41362,-10.525463,-12.445708,5.967912,0,-1.9530392,-1.9202449,30.0,0.26637640358857817,1.3192499,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.64052745836663,8.78754468807819]}"
842,-15.009274,-15.175541,-7.9332886,-10.78077,4.3947706,0,-0.16626759,-2.8474817,125.0,0.25096126573790467,4.1514487,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.40903160964903,9.198523930562871]}"
843,-18.005354,-17.921333,-12.081479,-9.842427,8.078907,0,0.08401961,2.2390516,15.0,0.3143447669407321,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.93616301837037,8.808565265726587]}"
844,-20.795532,-21.993093,-14.1955185,-13.861907,8.1311865,0,-1.1975617,0.3336111,9.0,0.770867680113094,1.3198645,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.8725622962547,9.122256962941124]}"
845,-16.003828,-16.739223,-10.005512,-9.820685,6.9185376,0,-0.73539597,0.1848271,35.0,0.201133343146931,3.352327,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.05447114128891,8.705887828751726]}"
846,-13.579156,-16.978804,-8.6990185,-9.8222275,7.156576,0,-3.3996477,-1.1232091,109.0,0.4815601621396093,5.436034,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.09624280200046,8.501880427728182]}"
847,-15.114455,-18.974052,-9.119146,-11.126293,7.8477597,0,-3.859597,-2.0071466,65.0,0.939866625229002,5.961414,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.47990868556606,8.894534038416825]}"
848,-15.81373,-20.317799,-10.564725,-16.147863,4.169935,0,-4.504069,-5.583139,20.0,0.27006970850099266,2.077734,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.00919605096928,8.577069417008985]}"
849,-14.975249,-14.879004,-8.0782995,-9.47123,5.407774,0,0.09624563,-1.3929299,7.0,0.2180583749688041,2.0781126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.6125000215021,8.910164724360504]}"
850,-13.275338,-16.492146,-8.791671,-12.054154,4.437992,0,-3.216808,-3.2624834,17.0,0.459476628154435,2.0778844,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.01323846974782,8.711008225871206]}"
851,-14.620815,-16.408978,-7.872977,-8.871193,7.537785,0,-1.7881626,-0.99821633,64.0,0.1478022734302572,6.71695,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.98790597873565,9.139774110981454]}"
852,-17.96584,-21.330048,-11.427314,-12.157177,9.172872,0,-3.3642082,-0.7298634,69.0,0.8465320149202838,4.182261,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.9393969533932,9.045451006148905]}"
853,-14.104357,-18.016989,-8.832807,-10.994317,7.0226717,0,-3.9126315,-2.1615107,64.0,0.29902180362745234,2.8156602,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.52868720549375,9.098541439440368]}"
854,-19.24475,-19.075254,-12.826217,-11.824699,7.2505546,0,0.16949499,1.0015169,64.0,0.9131836388469343,2.9626353,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.96257348772347,8.914476637724277]}"
855,-16.72521,-21.727674,-9.6533,-14.437159,7.2905154,0,-5.002465,-4.783858,184.0,0.9000568673897246,9.476925,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.62139334281488,8.692952088660403]}"
856,-14.196231,-17.108604,-6.615832,-9.660203,7.4484015,0,-2.9123738,-3.0443714,49.0,0.957014328862683,2.6364067,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.11214298252938,8.591622124611723]}"
857,-14.691075,-21.443003,-10.613932,-12.724875,8.718127,0,-6.751927,-2.1109438,8.0,0.4980248540149541,1.8769822,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.76799839718319,8.912859670212864]}"
858,-17.562134,-19.407263,-12.538739,-12.682716,6.7245464,0,-1.84513,-0.14397775,24.0,0.05206849346425868,0.9382714,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.71652493140314,8.727177900985359]}"
859,-18.804422,-18.677044,-11.654294,-12.08661,6.590434,0,0.12737781,-0.43231586,45.0,0.8933134269187301,4.18451,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.7070926209199,9.283953714082637]}"
860,-14.243167,-16.122004,-10.443686,-10.383817,5.738187,0,-1.8788358,0.05986879,14.0,0.9508878619604129,2.6372075,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.6507682526056,8.816650103283662]}"
861,-17.061722,-17.697742,-10.286855,-11.751459,5.9462824,0,-0.6360208,-1.4646051,36.0,0.9322899987999014,1.8767319,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.98763648415041,8.863811655699937]}"
862,-15.168873,-15.195514,-7.5714536,-11.585068,3.6104453,0,-0.026640622,-4.0136147,40.0,0.7566239036433438,2.8147001,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.50928359535678,8.975651908572818]}"
863,-14.872226,-42.72599,-9.385363,-29.661318,13.0646715,0,-27.853764,-20.275953,17.0,0.5780973883365178,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.01862836145254,8.67570443520531]}"
864,-17.410006,-17.062128,-10.4761505,-12.348831,4.7132964,0,0.347877,-1.8726803,20.0,0.5139971035390004,3.369835,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.89978124936353,9.106356782412208]}"
865,-16.017805,-19.50298,-9.8061075,-12.012778,7.4902015,0,-3.4851747,-2.206671,5.0,0.29772127193172937,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.72299280144881,9.084797215593339]}"
866,-15.127139,-21.023413,-9.883913,-15.073215,5.950197,0,-5.8962727,-5.1893015,14.0,0.20084784947260248,0.938513,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.9183763757448,8.822848478744087]}"
867,-15.364528,-16.227493,-6.9836235,-12.388915,3.8385787,0,-0.86296594,-5.405291,11.0,0.4911720529428204,0.9382875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.79090543692824,8.733645771031018]}"
868,-18.071014,-18.811472,-11.987505,-13.499618,5.3118534,0,-0.74045753,-1.5121136,70.0,0.9701112246352915,4.99124,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.70089424545947,9.29230804622495]}"
869,-16.683033,-19.554018,-10.578041,-12.48452,7.069499,0,-2.870986,-1.9064786,20.0,0.42045030667096117,7.697706,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.9717363036215,9.307399742998157]}"
870,-14.628091,-16.197172,-7.741546,-11.917621,4.2795515,0,-1.5690819,-4.176075,167.0,0.8328466855555078,16.341787,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.18679298263972,8.436662738101104]}"
871,-12.671014,-17.300474,-6.5374093,-6.4373946,10.863079,0,-4.6294603,0.10001474,13.0,0.5790061953360968,1.3192494,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.83806698934451,8.787275193492954]}"
872,-17.004387,-16.36449,-11.684989,-11.552149,4.8123417,0,0.6398964,0.13283971,68.0,0.05532509994675738,2.0918097,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.8318686138841,8.581650824957995]}"
873,-14.569048,-14.345972,-9.060885,-11.051617,3.294355,0,0.22307567,-1.9907312,11.0,0.27349824868985706,1.3192059,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.85854857782245,8.763020680821727]}"
874,-15.7260895,-19.225803,-9.529256,-11.36709,7.8587127,0,-3.499714,-1.8378344,10.0,0.1590161607797973,2.0780594,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.89573883058499,8.86435064487041]}"
875,-13.084175,-16.541,-9.002579,-11.552647,4.9883533,0,-3.4568253,-2.5500681,10.0,0.8235418344135427,2.0928237,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.8439958702197,8.807756781970879]}"
876,-15.523643,-19.64749,-10.995537,-13.992072,5.6554174,0,-4.123846,-2.9965348,34.0,0.4362671421899599,2.0777316,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.0784561593749,8.574643965741863]}"
877,-14.7887335,-18.426517,-8.934257,-14.879947,3.5465708,0,-3.637784,-5.94569,53.0,0.11448708181296985,11.461013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.73970146573343,9.30200985129344]}"
878,-14.277196,-17.958088,-10.340994,-10.978278,6.9798093,0,-3.6808915,-0.63728434,33.0,0.3909714162586724,1.8762847,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.64942077967942,8.775956420913047]}"
879,-16.721825,-17.581657,-10.215331,-11.249385,6.332274,0,-0.8598329,-1.0340537,17.0,0.08261956671121651,2.9340463,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.54270092392602,8.94358205292975]}"
880,-13.451516,-14.862868,-7.6131,-9.222823,5.6400456,0,-1.4113519,-1.6097227,16.0,0.15365758001005259,3.865753,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.79979875824102,9.254848298877166]}"
881,-16.874931,-21.656883,-10.001956,-12.9550905,8.701792,0,-4.7819505,-2.9531353,7.0,0.7773198484734277,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.79521735029202,8.908547756849089]}"
882,-14.455933,-15.319638,-7.2827682,-8.4904585,6.8291802,0,-0.8637056,-1.2076901,91.0,0.322270596914058,9.602794,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.03264207988481,9.182084760863484]}"
883,-16.203646,-19.074287,-11.178534,-10.858731,8.215555,0,-2.8706415,0.31980228,19.0,0.2684830494905983,1.3189995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.01593341560019,8.647138009170309]}"
884,-14.624548,-15.559951,-10.388254,-9.902488,5.6574626,0,-0.9354029,0.48576573,64.0,0.03978783528997365,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.97631771157052,8.994247034954093]}"
885,-12.667486,-16.953367,-8.701309,-9.090234,7.863133,0,-4.28588,-0.38892433,5.0,0.6632205697517819,1.3197515,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.65777511182173,9.061620681263056]}"
886,-13.643753,-32.98345,-9.952867,-31.065575,1.9178784,0,-19.3397,-21.112707,10.0,0.9337719503577391,4.150485,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.92700020247234,8.785119236811067]}"
887,-15.213394,-16.44451,-8.907427,-12.8316765,3.6128323,0,-1.2311147,-3.9242501,142.0,0.23247384796314252,7.253807,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.14205688149056,8.61318169143059]}"
888,-16.945585,-31.702225,-10.099733,-21.1413,10.560925,0,-14.75664,-11.041567,13.0,0.2345374331092127,2.0924218,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.99060092458801,8.718823568843046]}"
889,-14.306458,-15.848231,-7.835524,-11.037772,4.8104587,0,-1.5417726,-3.2022483,80.0,0.49275633778967187,0.93959075,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.54350940768173,9.236792161666363]}"
890,-15.911403,-15.990429,-9.288837,-12.249951,3.7404773,0,-0.07902631,-2.9611146,2.0,0.07236669825035447,1.3198619,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.65184623094655,9.120909490014945]}"
891,-13.794759,-16.283243,-8.589743,-9.432364,6.850878,0,-2.4884834,-0.84262156,102.0,0.14616260967278727,7.6877346,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.57045886620531,8.807217792800408]}"
892,-14.493884,-15.271886,-7.742907,-10.596234,4.6756516,0,-0.7780017,-2.8533278,34.0,0.7716317283794215,2.0944805,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.59201843302418,9.164837107408388]}"
893,-28.72051,-43.77812,-21.235802,-25.491192,18.286928,0,-15.057609,-4.25539,-1.0,0.20787560950150274,2.963216,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.61303901067258,8.99370804578362]}"
894,-15.587335,-19.525738,-9.92379,-12.913472,6.612266,0,-3.9384038,-2.989682,16.0,0.36547121378735004,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.01054352389546,8.675973929790546]}"
895,-15.036155,-14.753705,-8.412949,-9.353674,5.4000316,0,0.28244933,-0.9407251,41.0,0.03326258621955702,2.0785818,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.7936003827806,9.306052270071978]}"
896,-14.536371,-18.095194,-8.931856,-13.638553,4.4566417,0,-3.5588238,-4.7066965,18.0,0.4688774608044539,2.0918984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.03695399324857,8.601593424265449]}"
897,-17.808744,-19.427753,-11.604359,-14.154365,5.2733884,0,-1.6190073,-2.5500052,5.0,0.7142488317951065,1.3196106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.63891049085522,8.985623208226544]}"
898,-14.147012,-15.916575,-8.415125,-9.319222,6.5973535,0,-1.769564,-0.90409714,102.0,0.26619534753602936,9.378295,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.51871590584003,8.809104254897058]}"
899,-16.077108,-18.00292,-10.288171,-11.318254,6.6846666,0,-1.9258131,-1.0300837,24.0,0.4345602347422388,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.51898540042527,8.940887107077392]}"
900,-14.930101,-15.543047,-6.603585,-7.0261474,8.516899,1,-0.61294574,-0.422563,6.0,0.33459633888311935,4.180623,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.87849117712989,8.867854074478474]}"
901,-14.251967,-16.219126,-9.657694,-8.258478,7.9606466,1,-1.967158,1.3992151,3.0,0.6274208495518963,2.9342797,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.91433395696626,9.222778443234098]}"
902,-15.244562,-16.54564,-8.078139,-11.638551,4.9070897,1,-1.3010783,-3.560411,3.0,0.6007999748992588,3.3713775,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.91891536491528,9.33839162030028]}"
903,-14.353157,-29.299147,-8.121335,-26.448631,2.8505147,1,-14.945989,-18.327297,4.0,0.35566719227922505,3.3697586,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.66720742230498,9.094768515247067]}"
